,Title,Company,Location,Salary,Details
649,Principal Product Manager,Zycus,"Bengaluru, Karnataka",,
650,Engineering Manager - Full Stack,upGrad Education Private Limited,"Bengaluru, Karnataka",,"upGrad was awarded the Best Tech for Education by IAMAI for 2018-19 upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany. We were also covered by the Financial Times along with other disruptors in Ed-Tech upGrad is the official education partner for Government of India - Startup India program Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning Collaborate with Product Managers to plan, implement and deliver tasks and modules on a timely basis with best practices and adherence to SOPs. Understand the product requirements, ask questions, and gather information and feedback to design and deliver scalable and flexible systems. Deliver end to end applications from front end web development, back end development, middleware integration and persisting data in no SQL or RDBMS databases. Play the role of an unblocker in a tight scrum environment. Should be able to help other developers with challenges, problem solving, and help achieve milestones as per plan. Build a highly skilled and efficient team by hiring, keeping the team motivated, and managing performance. Build a culture of agile development, continuous improvement, and a strong sense of product ownership Drive a culture of high quality at all stages by leveraging CI/CD and automation. Identify architectural issues and plans to resolve them. Proactively identify risks and define mitigations plans. Prioritize to manage ad-hoc requests in parallel with ongoing projects. Hands on with programming with 25%+ of bandwidth going into coding activities owned. A highly talented developer with 10+ years of hands-on experience in building secure and scalable web based applications using Java in backend and JS based frontend frameworks. Demonstrated experience managing teams of 5-10 or more engineers in product or online teams. Strong knowledge of Java 8+, databases (SQL and NoSQL) , MySql, Mongo, Experience working with Cassandra, Spring Boot, Apache Spark, Kafka, RabbitMQ is highly desirable Working knowledge of any one or more of AngularJS/ReactJS/VueJS and CSS3, HTML5. Strong experience in data modelling for data storage tools in SQL; experience with noSQL is highly desirable. Experience building scalable solutions for 2x, 5x and 10x growth with high quality and flexibility. Practitioner of test driven development practices. Experience in creating and adhering to best practices for development. Experience working with container technologies like Docker and knowledge of CI/CD processes for automated integration and deployment. Basic knowledge of AWS preferred. Strong experience in Microservices (SRP) paradigm. Willing to learn new technologies (Golang)"
651,CIEL/SEL/14024: Recruitment Executive,CIEL HR Services,"Bengaluru, Karnataka",,"Candidate Screening: Screen hundreds of applicants (our platform is very popular given high teacher pay) and conduct 150+ telephonic interviews per day to shortlist candidates that meet the minimum requirements Coordinating recruiting operational process and detailed record-keeping: Process applicants through a funnel of screening and multiple demos and interviews before proceeding to offer. Report recruiting activities on a timely basis Communication Skills: Effective oral and written communication skills. Speak in a professional, personable way to potential teachers and inform them about job requirements and answer any questions they might have Incredible organisation skills with deep detail obsession: Candidate has to keep detailed records of thousands of candidates and funnel them through a process with a <0.1% selection rate. Systems thinking, process orientation and detail obsession is key Persistence: Follow-up hiring leads to complete the hiring and training process to onboard them on the teaching platform Experience :0.6-2 year experience with recruiting, technical recruiting a plus Education: A bachelor’s degree is required Work Hours: 10 a.m - 7 p.m.(Monday-Saturday)"
652,Sr Front End Developer - Remote,"Agiloft, Inc","Bengaluru, Karnataka","₹2,238 an hour","Agiloft was named the market leader in every category in the Gartner Critical Capabilities for CLM report, and a market leader in the Gartner Magic Quadrant. Contract Lifecycle Management (CLM) is one of the fastest growing areas of enterprise sales, with a TAM projected to climb from $2B to $7B in the next 5 years.  The Agiloft Contract and Commerce Lifecycle Platform has won over a dozen awards, including the Editor's Choice award from PC Mag, for the past five years in a row.  Agiloft has a highly differentiated value proposition which is uniquely appealing to enterprises: pre-built applications with a deeply configurable, no-code platform for integrated Business Process Management throughout an organization.   Agiloft is pioneering the applied use of Artificial Intelligence to enable next-generation business commerce at organizations ranging from small enterprises to U.S. government agencies and Fortune 100 companies.  Agiloft is the only company in the industry with the confidence to provide an unconditional satisfaction guarantee, and you too will be successful with Agiloft.  Design, build, and maintain efficient, reusable, and reliable front-end code. Build cross-browser solutions optimized for a wide range of devices. Identify UI problems and bugs and devise elegant solutions. Make strategic technical decisions related to new products and functionalities. Help maintain code quality. Onboard and mentor new team members. A minimum of three years of experience in working on large projects/Enterprise applications including, but not limited to version control tools, automated software testing, automating software build tools Strong knowledge of HTML5, CSS3, JavaScript and modern frontend development frameworks Knowledgeable about UI development concepts like Responsive Design, SPA, Modular Design Working knowledge of Java Experience with Struts 2, JSP Popular JS frameworks like Vue, React, Angular Relational databases such as MySQL, MSSQL, Oracle Rest API implementation Competitive salary Referral bonuses Flexible work schedules Professional development and career growth opportunities Awesome team members Yes"
653,AWS Senior Startup Sales Manager,AISPL - Karnataka,"Bengaluru, Karnataka",,"12+ years of technology related sales or sales engineering experience 5+ years of sales management experience BA/BS degree or equivalent experience Excellent verbal and written communication skills Lead a Customer Obsessed business Ensure customer success with early, mid and late stage startups Accelerate customer adoption through well-developed sales engagements and successful GTM Strategy Drive revenue and market share while meeting/exceeding revenue target Develop and execute goals to drive long term strategy with startups Lead the team with engagements with Founders, CxO, Board of Directors and VC influencers Partner with cross functional teams across Solution Architecture, Business Development, Marketing, Partners, and Training and execute customer acquisition programs and strategies Define and drive operational processes and excellence with sales teams Exposure and knowledge of Cloud Technology at previous company Proven track record of building successful teams A technical background in engineering or computer science Deep insights into the startup ecosystem, main stakeholders and trends, and/or experience working with tech startups"
654,Senior Software Engineer -- Full stack,upGrad Education Private Limited,"Bengaluru, Karnataka",,"upGrad was awarded the Best Tech for Education by IAMAI for 2018-19 upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany. We were also covered by the Financial Times along with other disruptors in Ed-Tech upGrad is the official education partner for Government of India - Startup India program Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning Collaborate with Product Manager and Engineering Manager to plan, implement and deliver tasks and modules on a timely basis with best practices and adherence to SOPs. Understand the product specification and be able to ask questions and gather information and feedback to build a well rounded solution. Deliver end to end applications starting from front end web development, back end development, middleware integration and persisting data in no SQL or RDBMS databases. Should be able to use existing front-end components to build web based UI interfaces. Strong technical design approach to problem solving for backend services. Should be able to communicate and defend the tech design choices taken for long term scalability and maintainability. Play the role of an unblocker in a tight scrum environment. Should be able to help other developers with challenges and help achieve milestones as per plan. Prioritize to manage ad-hoc requests in parallel with ongoing projects. Document API specification, technical design and other key information for all projects/modules/services owned. A highly talented developer with 8+ years of hands-on experience in building secure and scalable web based applications using Java in backend and JS based frontend frameworks. Strong knowledge of Java 8+, databases (SQL and NoSQL) , MySql, Mongo, Experience working with Cassandra, Spring Boot, Apache Spark, Kafka, RabbitMQ is highly desirable Working knowledge of any one or more of AngularJS/ReactJS/VueJS and CSS3, HTML5. Strong experience in data modelling for data storage tools in SQL; experience with noSQL is highly desirable. Experience building scalable solutions for 2x, 5x and 10x growth with high quality and flexibility. Practitioner of test driven development practices. Experience in creating and adhering to best practices for development. Experience working with container technologies like Docker and knowledge of CI/CD processes for automated integration and deployment. Basic knowledge of AWS preferred. Strong experience in Microservices (SRP) paradigm. Willing to learn new technologies (Golang)"
655,Sr. Marketing Manager,Ultria,"Bengaluru, Karnataka",,"The Sr. Marketing Manager is responsible for the development and implementation of promotional / advertising and educational campaigns as well as SEO/SEM programs for multiple product lines. Managers may also work with the organization to develop new products and services and to expand brand visibility and reach. Sr. Marketing Managers interface with upper management, clients and other employees and will manage individuals or teams of marketing professionals. Additionally, direct contribution to strategy and key deliverables. Sr. Managers will supervise other marketing personnel. Selecting optimal mechanisms for branding and creating optimal campaign/promotions for brand awareness and positioning of SW products as most complete, robust and technically advanced in a competitive and growing segment. Key Deliverable from promotion and branding are increased demand creation measured through new inbound lead capture."
656,CIEL/SEL/14755: Technical Product Manager (PHP Framework and...,CIEL HR Services,"Bengaluru, Karnataka","₹20,00,000 a year",
657,Consultant - Fitness Expert (Physiotherapist),HealthifyMe Wellness Private Limited,"Bengaluru, Karnataka",," Instructing, individual program development, and personal training services online with fitness to clients  Conducting proper evaluation, protocol implementation and training services online  Evaluating strengths and weaknesses of clients, considering their medical conditions, recording the progression through program stages, and recommending/implementing protocol or program changes as required  Managing/Moderating group coaching on chat groups by motivating clients towards fitness  Converting free trial clients to premium clients  The candidate must have Personal training/Physiotherapist and selling skills. Other requirements include:  High school diploma or equivalent required; college degree in exercise science, exercise physiology, or related field preferred  CPR certification  ACE, Personal Trainer, Golds Gym, reebok, K -11, ACSM, GGU or comparable certification preferred  Experience working with people with complex medical conditions, disabilities and special needs preferred  Demonstrated work experience in a fitness and/or athletic environment including demonstrated experience in the assessment of clients and development and monitoring of individual exercise programs  Strong communication and interpersonal skills  Ability to understand and react effectively to the unique needs of customers of varying age groups  Basic computer skills (i.e., Excel; Word; Outlook)"
658,CIEL/STF/14259: Azure Big Data Engineer - Chennai,CIEL HR Services,"Bengaluru, Karnataka",,
659,AWS Senior Startup Sales Manager,AISPL - Karnataka,"Bengaluru, Karnataka",,"12+ years of technology related sales or sales engineering experience 5+ years of sales management experience BA/BS degree or equivalent experience Excellent verbal and written communication skills Lead a Customer Obsessed business Ensure customer success with early, mid and late stage startups Accelerate customer adoption through well-developed sales engagements and successful GTM Strategy Drive revenue and market share while meeting/exceeding revenue target Develop and execute goals to drive long term strategy with startups Lead the team with engagements with Founders, CxO, Board of Directors and VC influencers Partner with cross functional teams across Solution Architecture, Business Development, Marketing, Partners, and Training and execute customer acquisition programs and strategies Define and drive operational processes and excellence with sales teams Exposure and knowledge of Cloud Technology at previous company Proven track record of building successful teams A technical background in engineering or computer science Deep insights into the startup ecosystem, main stakeholders and trends, and/or experience working with tech startups"
660,Principal Member of Technical Staff,Oracle,"Bengaluru, Karnataka",,"Build cloud service on top of the modern Infrastructure as Service (IaaS) building blocks at OCI Design and build distributed, scalable, fault-tolerant software systems Participate in the entire software lifecycle – development, testing, CI and production operations The balance between product feature development and production operational concerns like writing run books, ops automation, structured logging, instrumentation for metrics and events Leverage a plethora of internal tooling at OCI to develop, build, deploy and troubleshoot software Participate in on-call for the service with the team Have successfully designed a very large system on Cloud with proven complexity Have been an architect of distributed systems in the Cloud world. You are ideally proficient in Java. Proficiency in Go would be a bonus You have experience with Cloud Computing, System Design, and Object-Oriented Design Deep understanding of data structures, algorithms, and excellent problem-solving skills Experience building microservices and RESTful services and deep understanding of building cloud-based services (MT architecture, Autoscaling, Autonomous driven system, monitoring on the fly, run long-running high compute process)Experienced at building highly available services, possessing knowledge of common service-oriented design patterns and service-to-service communication protocolsYou are familiar with components of modern infrastructure like service discovery, secret storage, software-defined networking, etc.Strong knowledge of Docker/Kubernetes to build and deploy using Terraform, Ansible Experienced at building highly available services, possessing knowledge of common service-oriented design patterns and service-to-service communication protocols You are familiar with components of modern infrastructure like service discovery, secret storage, software-defined networking, etc. Strong knowledge of Docker/Kubernetes to build and deploy using Terraform, Ansible Build and Delivery of a high-quality cloud service with the capabilities, scalability, and performance needed to match the needs of enterprise teamsYou have experience with production operations and good practices for putting quality code in production and troubleshoot issues when they arise You have experience with production operations and good practices for putting quality code in production and troubleshoot issues when they arise Preferably, production experience with Cloud and ML technologies Take the initiative and be responsible for delivering complex software by working effectively with the team and other stakeholders You feel at home communicating technical ideas verbally and in writing (technical proposals, design specs, architecture diagrams, and presentations) Data science and machine learning knowledge would be helpful but not required"
661,Engineering Manager - Full Stack,upGrad Education Private Limited,"Bengaluru, Karnataka",,"upGrad was awarded the Best Tech for Education by IAMAI for 2018-19 upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany. We were also covered by the Financial Times along with other disruptors in Ed-Tech upGrad is the official education partner for Government of India - Startup India program Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning Collaborate with Product Managers to plan, implement and deliver tasks and modules on a timely basis with best practices and adherence to SOPs. Understand the product requirements, ask questions, and gather information and feedback to design and deliver scalable and flexible systems. Deliver end to end applications from front end web development, back end development, middleware integration and persisting data in no SQL or RDBMS databases. Play the role of an unblocker in a tight scrum environment. Should be able to help other developers with challenges, problem solving, and help achieve milestones as per plan. Build a highly skilled and efficient team by hiring, keeping the team motivated, and managing performance. Build a culture of agile development, continuous improvement, and a strong sense of product ownership Drive a culture of high quality at all stages by leveraging CI/CD and automation. Identify architectural issues and plans to resolve them. Proactively identify risks and define mitigations plans. Prioritize to manage ad-hoc requests in parallel with ongoing projects. Hands on with programming with 25%+ of bandwidth going into coding activities owned. A highly talented developer with 10+ years of hands-on experience in building secure and scalable web based applications using Java in backend and JS based frontend frameworks. Demonstrated experience managing teams of 5-10 or more engineers in product or online teams. Strong knowledge of Java 8+, databases (SQL and NoSQL) , MySql, Mongo, Experience working with Cassandra, Spring Boot, Apache Spark, Kafka, RabbitMQ is highly desirable Working knowledge of any one or more of AngularJS/ReactJS/VueJS and CSS3, HTML5. Strong experience in data modelling for data storage tools in SQL; experience with noSQL is highly desirable. Experience building scalable solutions for 2x, 5x and 10x growth with high quality and flexibility. Practitioner of test driven development practices. Experience in creating and adhering to best practices for development. Experience working with container technologies like Docker and knowledge of CI/CD processes for automated integration and deployment. Basic knowledge of AWS preferred. Strong experience in Microservices (SRP) paradigm. Willing to learn new technologies (Golang)"
662,Manual QA Engineer - Android/iOS,HealthifyMe Wellness Private Limited,"Bengaluru, Karnataka",,"Create test cases covering all aspects of mobile testing. Should be good in manual and mobile app testing concept ( both and android and ios) Defect logging and defect tracking until bug closure. Takes ownership/responsibility for the product quality. Support development in Bug reproduction. Coordinate with program management, Developers and QA lead. Prepare daily/weekly status reports and plan activities proactively. Need to pick up automation testing as well when required. Should be familiar with the terminology used in testing Should have good knowledge of how android and ios app works Need to be Good in SQL and ADB commands. Good in writing scenario and cases of feature Minimum 2+ years strong experience in testing Mobile devices(Both iOS/Android) and web platform. Up to date with the latest QA technology. Strong experience in writing test cases and test plans is a must Experience in API testing is an advantage Experience in SQL is a must. Expertise in DB testing, system testing and End to End testing Exposure to digital mobile payment technology is a plus. Quick learner and can adapt to multiple project environments in a shorter time frame Proactive and NOT reactive. Experience with developing the test automation framework in Java is preferable. Ability to handle test activities independently Experience in tools JIRA, CD/CI, Jenkins or similar Must have good Coding & Programming Skills Desirable to have mobile device performance testing good to have Automation Scripting Skills Working with a world-class team. Fun & work at the same place with an amazing work culture and flexible timings. Get ready to transform yourself into a health junkie"
663,Senior Java Developer (Tech Lead/Architect),Ultria,"Bengaluru, Karnataka",,"Design and development of high-volume, low-latency applications using agile methodologies, delivering high-availability and performance. Contribute in all phases of the development lifecycle. Write well designed, testable, efficient code following standards. Participate in database design, SQL queries and performance improvements. Produce source code ensuring that the high standards and good coding practices are followed. Conduct unit testing and fix any defects found to ensure that the release of the source code has zero defects. Participate in the process of reviewing code for consistence application of standards, logic and effective use of libraries and re-usable aspects of the application. Find effective solutions to technical issues and ensure that application performs the functions as required by business. Ensure that the development items are delivered within the required timelines. Should be in sync with recent enhancements/improvements in technologies. Candidate should have 5+ years of hands on experience in designing and developing applications using Java EE platforms Bachelors/Masters degree in Computer Science, Engineering or equivalent Proven hands-on Software Development experience Proven working experience in Java development Profound insight of Java and JEE internals Experience in Microservices architecture design Excellent knowledge of Relational Databases, SQL and ORM technologies (JPA2, Hibernate) Experience in Spring Boot and Spring Cloud Framework Experience in NoSQL DB Like MongoDB, DynamoDb Good understanding of data structures and quick problem solving skills would be essential Experience in AWS is added advantage Experience in developing web applications using at least one popular web framework (JSF, Wicket, GWT, Spring MVC) Experience with test-driven development Sun Certified Java Developer"
664,Senior Member of Technical Staff- Software Security,ThoughtSpot,"Bengaluru, Karnataka",,"Architect, develop, build and implement state-of-the-art security solutions and products to protect our customer data running on both public and private cloud Implement security frameworks and other security best practices in addressing all security domains such as endpoints, networks, applications, and infrastructure Proactively partner with stakeholders across teams - product, engineering, CSM, delivery, sales, etc., in securing our products and ensure we're leveraging best practices in security engineering Implement capabilities for monitoring, intrusion detection, vulnerability management, and incident response across ThoughtSpot product suite Work towards achieving various industry certifications and meeting compliance requirements. 8+ years in cloud security, security engineering, security solutions, network security, architecture, and operations experiences in SaaS and on-prem products You bring in expertise in either of these security domains: network, cloud, application security, and infrastructure Proficient in SaaS and cloud-based development practices and familiar with development for AWS, GCP, or Azure cloud environments Experience with firewall technologies, IDPS, anti-malware, vulnerability scanning tools, encryption, and key management Strong security architecture and hands-on engineering skills with deep knowledge of cloud operational models and secure SaaS architecture Experience in diverse cross-functional teams working across different geographic time-zones is good to have for the role Professional security management certification, such as Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM), or Certified Information Systems Auditor (CISA), is desirable"
665,Lead Data Engineer,upGrad Education Private Limited,"Bengaluru, Karnataka",,"upGrad was awarded the Best Tech for Education by IAMAI for 2018-19 upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany. We were also covered by the Financial Times along with other disruptors in Ed-Tech upGrad is the official education partner for Government of India - Startup India program Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning Lead the effort of setting up a strong framework for collection, storage and analysis of data at scale. Own and develop the data pipelines that form the base of upGrads applications and services and leverage the use of cutting edge techniques for both real time and non-real time ETL and data pipelines. Provide timelines and own end to end delivery of data engineering projects. Prioritize to manage ad-hoc requests in parallel with ongoing projects. Take decisions on real time and non-real time based collection and analysis strategies which suit the need of the engineering and product teams. Standardize the tools that are used by backend and frontend developers to collect events data. Collaborate with multiple teams and identify problem statement and propose and implement solutions. Find ways to optimize the huge amount of data being stored and queried with different tools and follow best practices of setting up and delivering data driven solutions and APIs. A highly talented and technical developer with 8+ years of hands-on experience in building and deploying data engineering solutions. Experience in building APIs and dashboards using data. 6+ years of industry experience with at least 4+ years experience with ETL, Data Modeling and working with large-scale datasets. 8+ years experience with an object-oriented programming language such as Python, Scala or Java Extremely proficient in writing performant SQL working with large data volumes Experience with designing, scaling and optimizing cloud based data warehouses (like AWS Redshift) and data lakes Strong knowledge and experience in 1 or more tools/frameworks from each category: Query/Data Processing engines: Spark, Hive, Athena/ Presto Data Warehouses: Redshift, Druid, Snowflake AWS : S3, Glue, EMR, RDS Stream-processing: Spark-Streaming, Faust, Flink etc. Message queuing: Apache Kafka, AWS Kinesis Orchestration: Luigi, Airflow, Azkaban etc. Basic knowledge of software architecture design, docker, and microservices concepts. Kubernetes knowledge is a bonus. Strong knowledge of cloud computing and AWS services."
666,Technical Lead/Developer,Aindra Systems,"Bengaluru, Karnataka","₹10,00,000 - ₹14,00,000 a year","A person with a great aptitude matched with an amazing attitude and work ethic Someone who is unfazed by the speed of development and implementation. Someone who loves new challenges and working on new requirements. Capable of implementing scalable and high-performance systems. Want to be involved in product development from an early stage of product conceptualization. Capable of implementing solutions to be hosted on the Cloud. Cloud computing knowledge and experience with deploying applications on any of the well known IAAS/PAAS providers. Capable of providing reliable solutions to a variety of problems using sound problem-solving techniques Capable of performing technical root cause analysis and outlining corrective action for problems using debuggers, log files, etc. A quick learner willing to work on new programming languages depending on the requirements The ability to communicate technical information clearly and succinctly to both technical and non-technical teams Can create high-quality software while meeting deadlines Work closely with product management on the definition of software requirements Make selected new technologies available for use in the creation of software Participate in the creation of internal and external documentation supporting the software BS/BTech/MS/MTech (or equivalent degrees) in Computer Science or related technical disciplines with 5 to 7 yrs. of experience. Hands-on experience in Java/Python Exposure to REST-based applications Must have exposure to Cloud technologies Must have system engineering skill to debug and root cause issues in a production environment Candidate must be an expert in designing and architecting small to a large solution using appropriate design patterns Experience in developing scalable Event-driven applications. Strong expertise in Python, Java, JEE, JSP, Servlets, JDBC, XML, Spring Framework, Hibernate, MVC, SQL, REST APIs, JAX-RS, Web Services & design patterns Architectural competencies – Architecture, Design, POC design-development, Addressing Quality Attribute Concerns, Cost Estimation. Technical Stack - Python, Core Java, Reactive Java, Android Mobile App, REST API, NodeJS, JavaScript, AngularJS 9, SQL, Databases – Relational Data Modeling (MySQL, MongoDB), NoSQL Data Modeling (Google Datastore, MongoDB, AWS DynamoDB) Hands-on experience in Mysql or Postgres with an excellent understanding of SQL queries, stored procedure, DB Design, etc Hands-on experience in Tomcat and JBoss Hands-on experience in Linux/Ubuntu platform Should have experience in using tools such as Eclipse/IntelliJ/NetBeans, ANT/Maven, Jenkin/ Cruisecontrol, JUnit, etc Hands-on experience of using HTML, CSS, and JavaScript. Strong knowledge or working experience with REST APIs, frameworks and components Experience of working in any of the JavaScript frameworks Backbone.js/ Angular.js/ ember.js/ node.js is a big plus. Knowledge/Experience of any NoSQL database (MongoDB, CouchDB, Cassandra, etc) Performance-based Stock options Access to top academic research profs from a few IITs Beer punch with the team at every second Friday's of the month Company-sponsored passes to technical & entrepreneurship events and meetups. cloud deployment: 3 years (Preferred) total work: 5 years (Required) Full stack: 3 years (Required) Angular / Node JS: 2 years (Required) Bachelor's (Preferred) Temporarily due to COVID-19"
667,Sr Front End Developer - Remote,"Agiloft, Inc","Bengaluru, Karnataka","₹2,238 an hour","Agiloft was named the market leader in every category in the Gartner Critical Capabilities for CLM report, and a market leader in the Gartner Magic Quadrant. Contract Lifecycle Management (CLM) is one of the fastest growing areas of enterprise sales, with a TAM projected to climb from $2B to $7B in the next 5 years.  The Agiloft Contract and Commerce Lifecycle Platform has won over a dozen awards, including the Editor's Choice award from PC Mag, for the past five years in a row.  Agiloft has a highly differentiated value proposition which is uniquely appealing to enterprises: pre-built applications with a deeply configurable, no-code platform for integrated Business Process Management throughout an organization.   Agiloft is pioneering the applied use of Artificial Intelligence to enable next-generation business commerce at organizations ranging from small enterprises to U.S. government agencies and Fortune 100 companies.  Agiloft is the only company in the industry with the confidence to provide an unconditional satisfaction guarantee, and you too will be successful with Agiloft.  Design, build, and maintain efficient, reusable, and reliable front-end code. Build cross-browser solutions optimized for a wide range of devices. Identify UI problems and bugs and devise elegant solutions. Make strategic technical decisions related to new products and functionalities. Help maintain code quality. Onboard and mentor new team members. A minimum of three years of experience in working on large projects/Enterprise applications including, but not limited to version control tools, automated software testing, automating software build tools Strong knowledge of HTML5, CSS3, JavaScript and modern frontend development frameworks Knowledgeable about UI development concepts like Responsive Design, SPA, Modular Design Working knowledge of Java Experience with Struts 2, JSP Popular JS frameworks like Vue, React, Angular Relational databases such as MySQL, MSSQL, Oracle Rest API implementation Competitive salary Referral bonuses Flexible work schedules Professional development and career growth opportunities Awesome team members Yes"
668,Sr. Marketing Manager,Ultria,"Bengaluru, Karnataka",,"The Sr. Marketing Manager is responsible for the development and implementation of promotional / advertising and educational campaigns as well as SEO/SEM programs for multiple product lines. Managers may also work with the organization to develop new products and services and to expand brand visibility and reach. Sr. Marketing Managers interface with upper management, clients and other employees and will manage individuals or teams of marketing professionals. Additionally, direct contribution to strategy and key deliverables. Sr. Managers will supervise other marketing personnel. Selecting optimal mechanisms for branding and creating optimal campaign/promotions for brand awareness and positioning of SW products as most complete, robust and technically advanced in a competitive and growing segment. Key Deliverable from promotion and branding are increased demand creation measured through new inbound lead capture."
669,Lead - Finance and Administration Delivery,IBM,"Bengaluru, Karnataka",,"Involved in Vendor master creation, changes, verification and cleansing. Identify the duplicate records for the Vendor Master Maintenance Invoice receipt, verification and processing accurately. Prioritize processing of urgent/ageing invoices . Recording of Invoices both Purchase Order Based and Non-Purchase Order Based (Un-supported Invoices), Co-ordination with various stakeholders, obtaining coding, approval and resolving issues around blocked invoices. Ensuring payment and expense entries are posted in accounting software on a timely basis. You will have to handle manual and automatic payment requests. Processing of travel and expense claims, payments, duplicate payment resolution and recovery and verify and run payment proposals. Would be involved in handling queries for vendor statement reconciliation through calls and emails. Adhere to client SLA's (Service Level Agreements) and timelines. Minimum of 4-6 Years of experience in Accounts Payable. Experience in invoice and vendor management along with resolving queries, and Invoice reconciliation. Proven work knowledge to manage payment reporting and reconciliation activities. Willingness to perform duties in varying shifts. Proficient in MS office applications Ambitious individual who can work under their own direction towards agreed targets/goals. Proven change management and be open to it good time management and work under tight deadlines Proven interpersonal skills while contributing to team effort by accomplishing related results as needed Maintain technical knowledge by attending educational workshops, reviewing publications."
670,Senior Software Engineer -- Full stack,upGrad Education Private Limited,"Bengaluru, Karnataka",,"upGrad was awarded the Best Tech for Education by IAMAI for 2018-19 upGrad was also ranked as one of the LinkedIn Top Startups 2018: The 25 most sought-after startups in India upGrad was earlier selected as one of the top ten most innovative companies in India by FastCompany. We were also covered by the Financial Times along with other disruptors in Ed-Tech upGrad is the official education partner for Government of India - Startup India program Our program with IIIT B has been ranked #1 program in the country in the domain of Artificial Intelligence and Machine Learning Collaborate with Product Manager and Engineering Manager to plan, implement and deliver tasks and modules on a timely basis with best practices and adherence to SOPs. Understand the product specification and be able to ask questions and gather information and feedback to build a well rounded solution. Deliver end to end applications starting from front end web development, back end development, middleware integration and persisting data in no SQL or RDBMS databases. Should be able to use existing front-end components to build web based UI interfaces. Strong technical design approach to problem solving for backend services. Should be able to communicate and defend the tech design choices taken for long term scalability and maintainability. Play the role of an unblocker in a tight scrum environment. Should be able to help other developers with challenges and help achieve milestones as per plan. Prioritize to manage ad-hoc requests in parallel with ongoing projects. Document API specification, technical design and other key information for all projects/modules/services owned. A highly talented developer with 8+ years of hands-on experience in building secure and scalable web based applications using Java in backend and JS based frontend frameworks. Strong knowledge of Java 8+, databases (SQL and NoSQL) , MySql, Mongo, Experience working with Cassandra, Spring Boot, Apache Spark, Kafka, RabbitMQ is highly desirable Working knowledge of any one or more of AngularJS/ReactJS/VueJS and CSS3, HTML5. Strong experience in data modelling for data storage tools in SQL; experience with noSQL is highly desirable. Experience building scalable solutions for 2x, 5x and 10x growth with high quality and flexibility. Practitioner of test driven development practices. Experience in creating and adhering to best practices for development. Experience working with container technologies like Docker and knowledge of CI/CD processes for automated integration and deployment. Basic knowledge of AWS preferred. Strong experience in Microservices (SRP) paradigm. Willing to learn new technologies (Golang)"
671,CIEL/SEL/14755: Technical Product Manager (PHP Framework and...,CIEL HR Services,"Bengaluru, Karnataka","₹20,00,000 a year",
672,Consultant - Fitness Expert (Physiotherapist),HealthifyMe Wellness Private Limited,"Bengaluru, Karnataka",," Instructing, individual program development, and personal training services online with fitness to clients  Conducting proper evaluation, protocol implementation and training services online  Evaluating strengths and weaknesses of clients, considering their medical conditions, recording the progression through program stages, and recommending/implementing protocol or program changes as required  Managing/Moderating group coaching on chat groups by motivating clients towards fitness  Converting free trial clients to premium clients  The candidate must have Personal training/Physiotherapist and selling skills. Other requirements include:  High school diploma or equivalent required; college degree in exercise science, exercise physiology, or related field preferred  CPR certification  ACE, Personal Trainer, Golds Gym, reebok, K -11, ACSM, GGU or comparable certification preferred  Experience working with people with complex medical conditions, disabilities and special needs preferred  Demonstrated work experience in a fitness and/or athletic environment including demonstrated experience in the assessment of clients and development and monitoring of individual exercise programs  Strong communication and interpersonal skills  Ability to understand and react effectively to the unique needs of customers of varying age groups  Basic computer skills (i.e., Excel; Word; Outlook)"
673,Lead Systems Engineer - Information Security,Société Générale,"Bengaluru, Karnataka",,Responding and resolving Security issues related to IAAS hosted platform Hands on experience in Vulnerability Management Exposure to managing Security Audits and remediations of its findings Knowledge of leading security products & solutions Knowledge of leading security products & solutions A thought leader who can explore and propose opensource solutions Good understanding of security standards and solutionGood understanding of security standards and solution Good understanding of security standards and solution Effective communication skills and ability to discuss with the various stakeholders & generate a consensus on the solution steps Having an exposure to the banking sector will be a plus Good Team player with a strong security operations background Have knowledge of handing IT Security; Risk & Compliance activities related to Cloud & Infrastructure Hands on experience in Vulnerability Management Exposure to managing Security Audits and remediations of its findings Knowledge of leading security products & solutions A thought leader who can explore and propose opensource solutions Good knowledge of operating systems Hardening ( windows & Unix).
